3,25,3,0,0,0,0,0
3,2371,2,0,0,1,1,0
4,10,3,0,1,1,0,0
4,25,3,0,0,0,0,0
4,2371,2,0,0,1,0,0
5,25,3,1,0,0,0,0
5,3251,2,1,0,0,0,0
7,25,4,1,0,0,0,0
7,2598,3,1,0,0,0,0
7,3251,3,1,0,0,0,0
8,10,5,0,1,1,0,0
8,13,4,1,2,2,1,0
8,25,6,1,3,2,1,0
8,44,2,0,0,0,0,0
8,261,2,0,0,0,0,0
8,1615,2,0,1,1,0,0
8,2371,4,0,1,1,0,0
8,2667,4,0,1,1,0,0
9,2632,2,0,0,0,0,0
9,2662,2,0,0,0,1,0
9,3749,2,0,0,0,0,0
9,3860,2,0,0,0,0,0
10,4,3,0,1,1,0,0
10,8,5,0,1,1,0,0
10,25,21,0,3,1,0,0
10,48,2,0,0,1,0,0
10,1349,2,1,0,0,0,0
10,1419,2,1,2,1,1,1
10,1615,3,1,2,1,0,1
10,1791,3,0,0,0,0,0
10,2210,2,0,0,0,0,0
10,2238,3,0,0,0,0,0
10,2265,2,0,0,1,0,0
10,2371,7,0,0,0,0,0
10,2632,3,0,0,0,0,0
10,2660,5,0,0,0,0,0
10,2667,4,0,1,0,0,0
10,2720,3,0,0,0,0,0
10,2744,5,0,0,0,0,0
10,3157,4,0,0,0,0,0
10,3860,3,0,0,0,0,0
10,3943,4,0,0,0,0,0
12,2371,2,0,1,0,1,0
13,8,4,1,2,2,1,0
13,25,9,1,2,2,1,2
13,48,2,1,0,0,0,0
13,1222,3,0,0,2,0,4
13,2371,5,0,1,2,0,0
13,2598,3,1,0,1,0,0
13,2667,4,0,1,3,0,1
13,3251,3,1,0,0,0,0
18,25,3,0,0,0,0,0
18,2371,2,0,0,0,0,0
24,25,3,1,0,0,0,0
24,3251,2,1,0,0,0,0
25,3,3,0,0,0,0,0
25,4,3,0,0,0,0,0
25,5,3,1,0,0,0,0
25,7,4,1,0,0,0,0
25,8,6,1,3,2,1,0
25,10,21,0,3,1,0,0
25,13,9,1,2,2,1,2
25,18,3,0,0,0,0,0
25,24,3,1,0,0,0,0
25,26,3,1,1,1,0,0
25,32,2,0,0,0,0,0
25,48,3,1,0,0,0,0
25,186,2,0,0,0,0,0
25,229,3,0,0,0,0,0
25,245,2,0,0,0,0,0
25,258,2,0,0,0,0,0
25,285,2,0,1,0,0,0
25,290,2,0,1,0,0,0
25,343,2,1,0,1,0,0
25,347,2,0,0,0,0,0
25,358,2,0,1,0,0,0
25,362,2,0,1,0,0,0
25,403,2,0,1,0,0,0
25,411,7,1,0,1,0,0
25,474,2,0,0,3,0,0
25,475,2,0,0,0,0,0
25,550,2,0,0,0,0,0
25,638,5,1,1,1,0,0
25,726,2,1,0,1,0,0
25,764,2,0,0,0,0,0
25,767,2,1,0,0,0,0
25,804,2,0,0,0,0,1
25,837,2,0,0,0,0,0
25,859,2,0,0,0,0,0
25,926,2,1,1,1,1,0
25,978,2,0,0,0,0,0
25,1222,5,0,0,2,0,2
25,1237,2,0,0,0,0,0
25,1349,2,0,0,0,0,0
25,1398,2,0,0,0,0,0
25,1419,2,0,1,0,1,0
25,1573,3,0,0,1,0,0
25,1608,3,0,0,0,0,0
25,1615,3,0,1,1,0,0
25,1657,2,1,1,2,0,0
25,1679,3,0,0,0,0,0
25,1723,2,0,0,0,0,0
25,1771,2,0,0,0,1,0
25,1791,4,0,0,1,0,0
25,1798,2,0,0,1,0,0
25,1810,2,0,0,0,0,0
25,1828,2,0,0,0,0,0
25,1839,2,0,0,0,0,0
25,1840,3,0,0,0,0,0
25,1852,2,1,1,1,0,0
25,1933,2,0,0,0,0,0
25,2073,2,0,0,1,0,0
25,2130,2,0,0,0,0,0
25,2139,2,0,0,1,0,0
25,2140,2,0,0,1,0,0
25,2142,3,0,0,0,0,0
25,2154,3,0,0,0,0,0
25,2165,2,0,0,0,0,0
25,2170,3,0,0,0,0,0
25,2199,2,1,1,0,1,0
25,2203,2,0,0,0,0,0
25,2210,2,0,0,0,0,0
25,2238,4,0,0,1,0,0
25,2265,5,1,2,1,0,0
25,2267,4,0,0,0,0,0
25,2289,3,0,0,0,0,0
25,2294,2,0,0,0,0,0
25,2297,3,1,0,0,0,0
25,2312,2,0,0,0,0,0
25,2315,4,0,0,0,0,1
25,2346,2,0,0,2,0,0
25,2369,2,0,0,0,1,0
25,2371,17,0,1,1,0,0
25,2373,3,1,1,0,0,0
25,2420,2,0,1,1,1,0
25,2463,2,0,0,0,0,0
25,2470,2,1,0,0,1,0
25,2473,2,0,0,0,1,0
25,2517,2,0,1,0,0,0
25,2593,5,2,0,1,1,0
25,2598,6,1,0,1,0,0
25,2607,2,0,0,1,0,0
25,2614,3,0,0,1,0,0
25,2620,2,0,0,0,0,0
25,2630,2,0,0,1,0,0
25,2631,2,0,0,1,0,0
25,2632,4,0,0,1,0,0
25,2633,2,0,0,0,0,0
25,2660,8,0,0,1,0,0
25,2662,3,0,0,1,1,0
25,2667,7,0,1,1,0,0
25,2708,2,1,0,1,0,2
25,2720,5,0,0,2,0,0
25,2744,11,0,0,0,0,2
25,2934,2,0,0,0,0,0
25,2955,3,0,0,2,0,0
25,3157,5,0,0,0,0,0
25,3182,2,0,0,0,0,0
25,3251,7,1,0,0,0,0
25,3416,2,0,0,0,0,0
25,3447,2,0,0,0,0,0
25,3510,2,0,0,1,2,1
25,3518,2,0,0,0,0,0
25,3522,2,1,0,3,0,0
25,3610,2,0,0,0,1,0
25,3709,4,0,0,1,0,0
25,3717,2,0,0,0,0,0
25,3733,2,0,0,2,0,0
25,3749,3,0,0,1,0,0
25,3834,3,0,0,0,0,0
25,3855,2,0,0,2,0,1
25,3860,6,0,0,0,0,0
25,3862,2,0,0,1,0,0
25,3873,4,0,0,1,0,0
25,3877,2,1,0,1,0,0
25,3882,3,0,0,1,0,0
25,3930,2,0,0,1,0,0
25,3937,3,0,0,0,0,0
25,3943,6,0,0,2,0,0
25,3962,2,0,0,0,0,1
25,3964,2,0,0,1,0,0
25,3979,3,0,0,0,0,0
25,3984,4,0,0,3,0,1
25,3994,2,0,0,0,0,1
25,4023,2,0,0,0,0,0
25,4033,2,0,0,0,0,0
25,4049,3,0,0,1,0,0
25,4087,3,0,0,0,0,0
25,4277,2,0,0,1,0,0
26,25,3,1,1,1,0,0
26,2371,2,0,1,2,1,0
32,25,2,0,0,0,0,0
38,1867,2,0,1,1,0,0
44,8,2,0,0,0,0,0
48,10,2,0,0,1,0,0
48,13,2,1,0,0,0,0
48,25,3,1,0,0,0,0
48,716,2,0,0,0,0,0
48,1808,2,0,0,0,0,0
88,2371,2,0,1,0,0,0
112,2744,2,1,0,0,0,0
186,25,2,0,0,0,0,0
229,25,3,0,0,0,0,0
229,1791,2,0,0,0,0,0
245,25,2,0,0,0,0,0
258,25,2,0,0,0,0,0
261,8,2,0,0,0,0,0
285,25,2,0,1,0,0,0
290,25,2,0,1,0,0,0
343,25,2,1,0,1,0,0
347,25,2,0,0,0,0,0
358,25,2,0,1,0,0,0
362,25,2,0,1,0,0,0
376,4087,2,1,0,0,0,0
392,2744,3,1,0,0,0,1
392,3157,3,0,0,0,0,0
403,25,2,0,1,0,0,0
411,25,7,1,0,1,0,0
411,2371,3,0,0,0,0,0
411,2660,4,0,0,0,0,0
411,2720,3,0,0,0,0,0
411,2744,3,0,0,1,0,0
411,4049,2,0,0,0,0,0
474,25,2,0,0,3,0,0
475,25,2,0,0,0,0,0
514,2744,2,0,1,0,0,0
550,25,2,0,0,0,0,0
574,2744,2,1,0,0,0,0
601,2614,2,1,0,0,0,0
638,25,5,1,1,1,0,0
638,2265,2,1,0,0,0,0
638,2371,3,0,0,0,0,0
638,2660,2,0,0,0,0,0
640,2744,2,1,0,0,0,0
716,48,2,0,0,0,0,0
726,25,2,1,0,1,0,0
752,4087,2,1,0,0,0,0
764,25,2,0,0,0,0,0
766,2744,2,1,0,0,0,0
767,25,2,1,0,0,0,0
804,25,2,0,0,0,0,1
837,25,2,0,0,0,0,0
859,25,2,0,0,0,0,0
900,4087,2,1,0,0,0,0
910,4087,2,1,0,0,0,0
914,4087,2,1,0,0,0,0
926,25,2,1,1,1,1,0
978,25,2,0,0,0,0,0
985,3984,2,0,1,0,0,0
1011,1791,2,0,0,0,0,0
1222,13,3,0,0,2,0,4
1222,25,5,0,0,2,0,2
1222,2371,3,0,0,2,0,0
1222,2744,2,0,0,0,0,7
1237,25,2,0,0,0,0,0
1349,10,2,1,0,0,0,0
1349,25,2,0,0,0,0,0
1398,25,2,0,0,0,0,0
1419,10,2,1,2,1,1,1
1419,25,2,0,1,0,1,0
1573,25,3,0,0,1,0,0
1573,2614,2,1,0,0,0,0
1608,25,3,0,0,0,0,0
1608,2720,2,0,0,0,0,0
1615,8,2,0,1,1,0,0
1615,10,3,1,2,1,0,1
1615,25,3,0,1,1,0,0
1615,2663,2,0,0,0,0,1
1657,25,2,1,1,2,0,0
1658,2600,2,0,1,0,0,0
1679,25,3,0,0,0,0,0
1679,2238,2,0,0,0,0,0
1687,2614,2,1,0,0,0,0
1723,25,2,0,0,0,0,0
1771,25,2,0,0,0,1,0
1791,10,3,0,0,0,0,0
1791,25,4,0,0,1,0,0
1791,229,2,0,0,0,0,0
1791,1011,2,0,0,0,0,0
1791,2744,2,0,0,0,0,0
1798,25,2,0,0,1,0,0
1808,48,2,0,0,0,0,0
1810,25,2,0,0,0,0,0
1828,25,2,0,0,0,0,0
1839,25,2,0,0,0,0,0
1840,25,3,0,0,0,0,0
1840,2667,2,0,0,1,1,0
1852,25,2,1,1,1,0,0
1855,2663,2,0,0,0,0,1
1867,38,2,0,1,1,0,0
1924,2607,2,0,0,0,0,0
1933,25,2,0,0,0,0,0
2020,2607,2,0,0,0,0,0
2022,2630,2,1,0,0,0,0
2033,2633,2,1,0,0,0,0
2073,25,2,0,0,1,0,0
2130,25,2,0,0,0,0,0
2139,25,2,0,0,1,0,0
2140,25,2,0,0,1,0,0
2142,25,3,0,0,0,0,0
2142,3943,2,0,0,0,0,0
2154,25,3,0,0,0,0,0
2154,2744,2,0,0,0,0,0
2165,25,2,0,0,0,0,0
2170,25,3,0,0,0,0,0
2170,2744,2,0,0,0,0,0
2199,25,2,1,1,0,1,0
2203,25,2,0,0,0,0,0
2210,10,2,0,0,0,0,0
2210,25,2,0,0,0,0,0
2238,10,3,0,0,0,0,0
2238,25,4,0,0,1,0,0
2238,1679,2,0,0,0,0,0
2241,3749,2,1,0,0,0,0
2265,10,2,0,0,1,0,0
2265,25,5,1,2,1,0,0
2265,638,2,1,0,0,0,0
2265,2297,2,2,0,1,0,0
2265,2593,2,1,0,0,0,0
2267,25,4,0,0,0,0,0
2267,2371,2,0,0,1,0,0
2267,2744,2,0,0,0,0,0
2289,25,3,0,0,0,0,0
2289,2371,2,0,0,0,0,0
2294,25,2,0,0,0,0,0
2297,25,3,1,0,0,0,0
2297,2265,2,2,0,1,0,0
2312,25,2,0,0,0,0,0
2315,25,4,0,0,0,0,1
2315,2744,3,0,0,0,0,2
2315,3157,3,0,0,0,0,0
2346,25,2,0,0,2,0,0
2369,25,2,0,0,0,1,0
2371,3,2,0,0,1,1,0
2371,4,2,0,0,1,0,0
2371,8,4,0,1,1,0,0
2371,10,7,0,0,0,0,0
2371,12,2,0,1,0,1,0
2371,13,5,0,1,2,0,0
2371,18,2,0,0,0,0,0
2371,25,17,0,1,1,0,0
2371,26,2,0,1,2,1,0
2371,88,2,0,1,0,0,0
2371,411,3,0,0,0,0,0
2371,638,3,0,0,0,0,0
2371,1222,3,0,0,2,0,0
2371,2267,2,0,0,1,0,0
2371,2289,2,0,0,0,0,0
2371,2390,2,0,0,0,0,0
2371,2593,2,0,0,1,0,0
2371,2667,4,0,1,2,0,5
2373,25,3,1,1,0,0,0
2373,2662,2,1,0,0,0,0
2378,2744,2,0,1,1,0,1
2390,2371,2,0,0,0,0,0
2396,2600,2,0,0,0,0,1
2420,25,2,0,1,1,1,0
2423,2630,2,0,0,0,0,0
2461,2633,2,1,0,0,0,1
2463,25,2,0,0,0,0,0
2470,25,2,1,0,0,1,0
2473,25,2,0,0,0,1,0
2517,25,2,0,1,0,0,0
2593,25,5,2,0,1,1,0
2593,2265,2,1,0,0,0,0
2593,2371,2,0,0,1,0,0
2593,2598,2,1,0,1,0,2
2598,7,3,1,0,0,0,0
2598,13,3,1,0,1,0,0
2598,25,6,1,0,1,0,0
2598,2593,2,1,0,1,0,2
2598,3251,4,1,0,2,0,2
2600,1658,2,0,1,0,0,0
2600,2396,2,0,0,0,0,1
2607,25,2,0,0,1,0,0
2607,1924,2,0,0,0,0,0
2607,2020,2,0,0,0,0,0
2614,25,3,0,0,1,0,0
2614,601,2,1,0,0,0,0
2614,1573,2,1,0,0,0,0
2614,1687,2,1,0,0,0,0
2620,25,2,0,0,0,0,0
2630,25,2,0,0,1,0,0
2630,2022,2,1,0,0,0,0
2630,2423,2,0,0,0,0,0
2631,25,2,0,0,1,0,0
2632,9,2,0,0,0,0,0
2632,10,3,0,0,0,0,0
2632,25,4,0,0,1,0,0
2632,3157,2,0,0,0,0,0
2632,4087,2,1,0,0,0,2
2633,25,2,0,0,0,0,0
2633,2033,2,1,0,0,0,0
2633,2461,2,1,0,0,0,1
2660,10,5,0,0,0,0,0
2660,25,8,0,0,1,0,0
2660,411,4,0,0,0,0,0
2660,638,2,0,0,0,0,0
2660,2720,3,0,0,1,0,0
2660,2744,3,0,0,0,0,0
2660,3943,2,0,0,1,0,0
2662,9,2,0,0,0,1,0
2662,25,3,0,0,1,1,0
2662,2373,2,1,0,0,0,0
2663,1615,2,0,0,0,0,1
2663,1855,2,0,0,0,0,1
2667,8,4,0,1,1,0,0
2667,10,4,0,1,0,0,0
2667,13,4,0,1,3,0,1
2667,25,7,0,1,1,0,0
2667,1840,2,0,0,1,1,0
